"X"	"Zillow_Home_ID"	"Current_Price"	"Price_Each_SQFT"	"Price_History"	"Tax_History"	"URL"	"Address"	"Zip_Code"	"Neighborhood"	"School"	"Lot_Size"	"Floor_Size"	"MLS_Number"	"Parcel_Number"	"Stories"	"Built_Year"	"Last_Remodel_Year"	"House_Type"	"Structure_Type"	"Bath_Num"	"Bed_Num"	"Room_Num"
"168"	168	82993448	":9,147200629:738:97812:2006249,400:62"	62	NA	NA	"https://www.zillow.com/homedetails/82993448_zpid/"	"5507ShadyPineStS,Jacksonville,FL32244"	"32244"	"DuclayForest"	"1_TimucuanElementary_PK-5_1.5mi;2_J.E.B.StuartMiddle_6-8_2.4mi;2_NathanB.ForrestHigh_9-12_3.1mi"	"9,147"	"2,860"	NA	983802230	NA	2006	NA	"SingleFamily"	NA	"2.5"	"4"	NA
"169"	169	44471273	"2,49,000"	167	NA	NA	"https://www.zillow.com/homedetails/44471273_zpid/"	"2638CollegeSt,Jacksonville,FL32204"	"32204"	"Riverside"	"2_WestRiversideElementary_PK-5_0.4mi;2_LakeShoreMiddle_6-8_3.2mi;3_RobertE.LeeHigh_9-12_0.7mi"	NA	"1,492"	"870256"	642200000	NA	1927	NA	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"170"	170	44409589	"1,26,500"	95	NA	NA	"https://www.zillow.com/homedetails/44409589_zpid/"	"8346AxsonSt,Jacksonville,FL32221"	"32221"	"RollingHills"	"5_CrystalSpringsElementary_PK-5_0.8mi;3_JosephStilwellMiddle_6-8_0.6mi;3_EdwardH.WhiteHigh_9-12_1.6mi"	"33"	"1,326"	"870884"	71250134	1	1973	1973	"SingleFamily"	NA	"2"	"3"	NA
"171"	171	44492634	"1,10,000"	70	NA	NA	"https://www.zillow.com/homedetails/44492634_zpid/"	"5919DianWoodDr,Jacksonville,FL32210"	"32210"	"ConfederatePoint"	"2_CedarHillsElementary_PK-5_0.9mi;2_J.E.B.StuartMiddle_6-8_0.1mi;2_NathanB.ForrestHigh_9-12_1.8mi"	NA	"1,580"	"871100"	955690000	NA	1963	NA	"SingleFamily"	NA	"2"	"3"	NA
"172"	172	44496141	"1,50,000"	85	NA	NA	"https://www.zillow.com/homedetails/44496141_zpid/"	"7553DuclayForestDrW,Jacksonville,FL32244"	"32244"	"Duclay"	"1_SadieT.TillisElementary_K-5_0.9mi;2_J.E.B.StuartMiddle_6-8_2.8mi;2_NathanB.ForrestHigh_9-12_2.6mi"	NA	"1,774"	"870486"	990130100	0	1978	NA	"SingleFamily"	"Other"	"2"	"4"	NA
"173"	173	44490204	"2,69,000"	224	NA	NA	"https://www.zillow.com/homedetails/44490204_zpid/"	"3851BooneParkAve,Jacksonville,FL32205"	"32205"	"Avondale"	"9_FishweirElementary_PK-5_0.3mi;2_LakeShoreMiddle_6-8_1.6mi;3_RobertE.LeeHigh_9-12_0.9mi"	"6,534"	"1,200"	"869724"	927770000	NA	1924	NA	"SingleFamily"	NA	"2"	"3"	NA
"174"	174	44474151	"96,900"	81	NA	NA	"https://www.zillow.com/homedetails/44474151_zpid/"	"5225RoyceAve,Jacksonville,FL32205"	"32205"	"Hillcrest"	"1_HydeParkElementary_PK-5_0.4mi;2_LakeShoreMiddle_6-8_1.6mi;3_RobertE.LeeHigh_9-12_2.0mi"	NA	"1,196"	"871135"	677300000	NA	1956	NA	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"175"	175	71038666	"1,49,900"	136	NA	NA	"https://www.zillow.com/homedetails/71038666_zpid/"	"5375OrtegaFarmsBlvdUNIT302,Jacksonville,FL32210"	"32210"	"OrtegaFarms"	"1_TimucuanElementary_PK-5_0.8mi;2_J.E.B.StuartMiddle_6-8_1.6mi;2_NathanB.ForrestHigh_9-12_3.3mi"	NA	"1,104"	NA	1035301196	1	1969	1969	"Condo"	NA	"2"	"2"	NA
"176"	176	44490350	"2,19,900"	201	NA	NA	"https://www.zillow.com/homedetails/44490350_zpid/"	"1515YukonSt,Jacksonville,FL32205"	"32205"	"Avondale"	"9_FishweirElementary_PK-5_0.4mi;2_LakeShoreMiddle_6-8_1.5mi;3_RobertE.LeeHigh_9-12_1.1mi"	NA	"1,092"	"871156"	929360000	NA	1958	NA	"SingleFamily"	NA	NA	"3"	NA
"177"	177	44472487	"1,20,000"	150	NA	NA	"https://www.zillow.com/homedetails/44472487_zpid/"	"1139WycoffAve,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.4mi;2_LakeShoreMiddle_6-8_2.0mi;3_RobertE.LeeHigh_9-12_1.4mi"	NA	"800"	"870478"	658910000	NA	1943	NA	"SingleFamily"	"Other"	NA	"2"	NA
"178"	178	44469227	"1,69,000"	120	NA	NA	"https://www.zillow.com/homedetails/44469227_zpid/"	"4033AntisdaleSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.2mi;2_LakeShoreMiddle_6-8_2.3mi;3_RobertE.LeeHigh_9-12_0.9mi"	NA	"1,407"	"871141"	617010000	NA	1938	NA	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"179"	179	44492310	"1,25,000"	102	NA	NA	"https://www.zillow.com/homedetails/44492310_zpid/"	"4922DundeeRd,Jacksonville,FL32210"	"32210"	"Lakeshore"	"4_BayviewElementary_PK-5_0.4mi;2_LakeShoreMiddle_6-8_0.3mi;3_RobertE.LeeHigh_9-12_2.6mi"	"7,800"	"1,224"	"870473"	951930000	1	1944	2015	"SingleFamily"	"Bungalow"	"2"	"4"	NA
"180"	180	71041875	"63,000"	54	NA	NA	"https://www.zillow.com/homedetails/71041875_zpid/"	"5200PlaypenDrUNIT16,Jacksonville,FL32210"	"32210"	"JacksonvilleHeights"	"3_GregoryDriveElementary_K-5_0.8mi;2_JeffersonDavisMiddle_6-8_1.2mi;2_NathanB.ForrestHigh_9-12_0.9mi"	NA	"1,157"	"868014"	138300520	2	2	2005	NA	"Condo"	"Other"	"2"	3
"181"	181	2102094757	"2,73,990"	103	""	NA	NA	"https://www.zillow.com/homedetails/2102094757_zpid/"	"MedallionPlan,Longleaf60'HomesitesJacksonville,FL32222"	"32222"	"ChimneyLakes"	"4_EnterpriseLearningAcademy_PK-5_0.4mi;2_JeffersonDavisMiddle_6-8_4.8mi;2_NathanB.ForrestHigh_9-12_4.3mi"	NA	"2,657"	NA	NA	1	2017	NA	"SingleFamily"	NA	"3"	4
"182"	182	2095178264	"2,65,000"	146	NA	NA	"https://www.zillow.com/homedetails/2095178264_zpid/"	"3899HerschelSt,Jacksonville,FL32205"	"32205"	"Avondale"	"9_FishweirElementary_PK-5_0.2mi;2_LakeShoreMiddle_6-8_1.5mi;3_RobertE.LeeHigh_9-12_1.0mi"	NA	"1,813"	"868584"	NA	NA	1925	NA	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"183"	183	44491285	"89,900"	99	NA	NA	"https://www.zillow.com/homedetails/44491285_zpid/"	"4826PalmerAve,Jacksonville,FL32210"	"32210"	"Lakeshore"	"4_BayviewElementary_PK-5_0.7mi;2_LakeShoreMiddle_6-8_0.5mi;3_RobertE.LeeHigh_9-12_2.3mi"	"7,200"	"910"	"869164"	939930000	NA	1949	NA	"SingleFamily"	"Bungalow"	NA	"3"	NA
"184"	184	82979002	"50,000"	54	NA	NA	"https://www.zillow.com/homedetails/82979002_zpid/"	"3319HuntSt,Jacksonville,FL32254"	"32254"	"Lackawanna"	"6_PinedaleElementary_PK-5_0.6mi;3_RobertE.LeeHigh_9-12_1.2mi;10_JamesWeldonJohnsonCollegePrepartory..._6-8_1.5mi"	"5,000"	"924"	"869942"	569190000	1	1965	1965	"SingleFamily"	NA	NA	"3"	NA
"185"	185	44489992	"2,59,000"	192	NA	NA	"https://www.zillow.com/homedetails/44489992_zpid/"	"3957BooneParkAve,Jacksonville,FL32205"	"32205"	"Avondale"	"9_FishweirElementary_PK-5_0.1mi;2_LakeShoreMiddle_6-8_1.4mi;3_RobertE.LeeHigh_9-12_1.1mi"	"8,102"	"1,352"	"869181"	925520000	NA	1929	NA	"SingleFamily"	"Bungalow"	NA	"2"	NA
"186"	186	44413909	"96,000"	62	NA	NA	"https://www.zillow.com/homedetails/44413909_zpid/"	"2204ThiervyDr,Jacksonville,FL32210"	"32210"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.5mi;3_JosephStilwellMiddle_6-8_1.9mi;3_EdwardH.WhiteHigh_9-12_1.1mi"	"9,100"	"1,552"	NA	98600000	NA	1959	NA	"SingleFamily"	NA	"2"	"3"	NA
"187"	187	125836807	":7,98519596357:10:::199972,000"	NA	NA	NA	"https://www.zillow.com/homedetails/125836807_zpid/"	"ThiervyDr,Jacksonville,FL32210"	"32210"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.5mi;3_JosephStilwellMiddle_6-8_1.9mi;3_EdwardH.WhiteHigh_9-12_1.1mi"	"7,985"	"1,537"	NA	98600000	1	1959	1959	"SingleFamily"	NA	"1.5"	"3"	NA
"188"	188	44414652	"1,14,000"	57	NA	NA	"https://www.zillow.com/homedetails/44414652_zpid/"	"7148DadeRd,Jacksonville,FL32254"	"32254"	"Commonwealth"	"3_ReynoldsLaneElementary_PK-5_2.0mi;3_EdwardH.WhiteHigh_9-12_2.3mi;3_JosephStilwellMiddle_6-8_1.3mi"	NA	"2,012"	"868730"	106830000	0	1959	NA	"SingleFamily"	NA	"2"	"3"	NA
"189"	189	44407469	"95,000"	81	NA	NA	"https://www.zillow.com/homedetails/44407469_zpid/"	"8166CannonSt,Jacksonville,FL32220"	"32220"	"Marietta"	"5_ThomasJeffersonElementary_K-5_0.4mi;3_JosephStilwellMiddle_6-8_0.8mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	"0.25"	"1,176"	"871240"	56120010	1	1942	2009	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"190"	190	125836074	":9,20020005937:118:::2000163,800"	NA	NA	NA	"https://www.zillow.com/homedetails/125836074_zpid/"	"MalloryHillsRd,Jacksonville,FL32221"	"32221"	"Herlong"	"2_NormandyVillageElementary_K-5_2.6mi;3_JosephStilwellMiddle_6-8_3.8mi;3_EdwardH.WhiteHigh_9-12_3.9mi"	"9,200"	"3,013"	NA	127591745	1	2000	2000	"SingleFamily"	NA	"2"	"4"	NA
"191"	191	44471685	"3,24,900"	191	NA	NA	"https://www.zillow.com/homedetails/44471685_zpid/"	"2684MyraSt,Jacksonville,FL32204"	"32204"	"Riverside"	"5_CentralRiversideElementary_PK-5_0.3mi;3_RobertE.LeeHigh_9-12_0.7mi;9_LavillaSchooloftheArts_6-8_2.0mi"	"5,053"	"1,704"	"869761"	647510010	2	1910	1970	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"192"	192	44408460	"1,09,000"	55	NA	NA	"https://www.zillow.com/homedetails/44408460_zpid/"	"350MansonLn,Jacksonville,FL32220"	"32220"	"Whitehouse"	"5_ThomasJeffersonElementary_K-5_1.0mi;3_JosephStilwellMiddle_6-8_1.9mi;3_EdwardH.WhiteHigh_9-12_3.1mi"	"1.47"	"1,984"	"869542"	62591020	1	1996	1996	"SingleFamily"	NA	"3"	"4"	11
"193"	193	44469323	"1,27,500"	112	NA	NA	"https://www.zillow.com/homedetails/44469323_zpid/"	"913InglesideAve,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.3mi;2_LakeShoreMiddle_6-8_2.4mi;3_RobertE.LeeHigh_9-12_1.1mi"	NA	"1,136"	"868715"	618120000	NA	1927	NA	"SingleFamily"	NA	"2"	"3"	NA
"194"	194	44414460	"1,49,900"	95	NA	NA	"https://www.zillow.com/homedetails/44414460_zpid/"	"7249MimosaGroveTrl,Jacksonville,FL32210"	"32210"	"HydePark"	"1_HydeGroveElementary_PK-5_0.7mi;2_LakeShoreMiddle_6-8_2.7mi;3_EdwardH.WhiteHigh_9-12_0.4mi"	"10,650"	"1,572"	"869702"	104271010	NA	1987	NA	"SingleFamily"	NA	"3"	"3"	NA
"195"	195	44493027	"1,27,500"	63	NA	NA	"https://www.zillow.com/homedetails/44493027_zpid/"	"5141DugdaleRd,Jacksonville,FL32210"	"32210"	"CedarHills"	"2_CedarHillsElementary_PK-5_0.5mi;2_JeffersonDavisMiddle_6-8_0.8mi;2_NathanB.ForrestHigh_9-12_1.0mi"	NA	"2,013"	"870704"	960020000	NA	1957	NA	"SingleFamily"	NA	"2"	"4"	NA
"196"	196	2095007207	"1,99,900"	108	NA	NA	"https://www.zillow.com/homedetails/2095007207_zpid/"	"6942Monica(Lot7)CtJacksonville,FL32210"	"32210"	"JacksonvilleHeightsSouth"	"2_WestviewK-8_K-8_1.7mi;2_NathanB.ForrestHigh_9-12_2.3mi;2_JeffersonDavisMiddle_6-8_2.8mi"	NA	"1,844"	"871075"	NA	NA	2017	NA	"SingleFamily"	"Bungalow"	"2"	"4"	NA
"197"	197	44476245	"2,45,900"	195	NA	NA	"https://www.zillow.com/homedetails/44476245_zpid/"	"1217InwoodTer,Jacksonville,FL32207"	"32207"	"Miramar"	"9_HendricksAvenueElementary_K-5_0.2mi;5_AlfredI.DupontMiddle_6-8_2.8mi;4_SamuelW.WolfsonHigh_9-12_3.4mi"	NA	"1,261"	"869641"	702020000	1	1937	NA	"SingleFamily"	NA	NA	"2"	NA
"198"	198	44490023	"3,25,000"	241	NA	NA	"https://www.zillow.com/homedetails/44490023_zpid/"	"3858BooneParkAve,Jacksonville,FL32205"	"32205"	"Avondale"	"9_FishweirElementary_PK-5_0.3mi;2_LakeShoreMiddle_6-8_1.6mi;3_RobertE.LeeHigh_9-12_0.9mi"	"7,697"	"1,350"	"870800"	925880000	1	1922	2016	"SingleFamily"	"Bungalow"	"2"	"3"	9
"199"	199	109762001	"1,10,000"	81	NA	NA	"https://www.zillow.com/homedetails/109762001_zpid/"	"6991SaintIvesCt,Jacksonville,FL32244"	"32244"	"OakHill"	"1_SadieT.TillisElementary_K-5_0.6mi;2_JeffersonDavisMiddle_6-8_2.3mi;2_NathanB.ForrestHigh_9-12_2.0mi"	NA	"1,361"	"870108"	159102885	NA	2010	NA	"SingleFamily"	NA	"3"	"3"	NA
"200"	200	44497097	"5,70,000"	226	NA	NA	"https://www.zillow.com/homedetails/44497097_zpid/"	"6000SanJoseBlvdAPT6A,Jacksonville,FL32217"	"32217"	"Lakewood"	"2_SanJoseElementary_PK-5_1.1mi;5_AlfredI.DupontMiddle_6-8_1.1mi;4_SamuelW.WolfsonHigh_9-12_2.1mi"	NA	"2,517"	NA	991706062	12	1981	1981	"Condo"	NA	"3"	"3"	NA
"201"	201	44416471	"1,35,000"	102	NA	NA	"https://www.zillow.com/homedetails/44416471_zpid/"	"7988FoleyCt,Jacksonville,FL32210"	"32210"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.8mi;3_JosephStilwellMiddle_6-8_2.1mi;3_EdwardH.WhiteHigh_9-12_1.3mi"	NA	"1,328"	"871249"	127091405	NA	1991	NA	"SingleFamily"	NA	"2"	"3"	NA
"202"	202	44431838	"99,900"	83	NA	NA	"https://www.zillow.com/homedetails/44431838_zpid/"	"7037RedRobinDr,Jacksonville,FL32210"	"32210"	"HydePark"	"1_HydeGroveElementary_PK-5_0.7mi;2_J.E.B.StuartMiddle_6-8_2.0mi;3_EdwardH.WhiteHigh_9-12_1.1mi"	"7,405"	"1,208"	NA	187470000	1	1961	1995	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"203"	203	44430807	"1,69,900"	118	NA	NA	"https://www.zillow.com/homedetails/44430807_zpid/"	"6857DaughtryBlvdSJacksonville,FL32210"	"32210"	"CedarHills"	"1_OakHillElementary_PK-5_0.1mi;2_JeffersonDavisMiddle_6-8_0.2mi;2_NathanB.ForrestHigh_9-12_0.6mi"	"0.26"	"1,440"	"869647"	176730000	NA	2017	NA	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"204"	204	44482618	"2,48,500"	194	NA	NA	"https://www.zillow.com/homedetails/44482618_zpid/"	"1641RiverOaksRd,Jacksonville,FL32207"	"32207"	"SanMarco"	"9_HendricksAvenueElementary_K-5_0.6mi;5_AlfredI.DupontMiddle_6-8_3.1mi;4_SamuelW.WolfsonHigh_9-12_3.6mi"	"6,873"	"1,281"	"869680"	822900000	1	1942	2009	"SingleFamily"	NA	NA	"2"	NA
"205"	205	44424995	"1,89,000"	129	NA	NA	"https://www.zillow.com/homedetails/44424995_zpid/"	"7645ChelmsfordDr,Jacksonville,FL32244"	"32244"	"SettlersLanding"	"4_EnterpriseLearningAcademy_PK-5_2.1mi;2_JeffersonDavisMiddle_6-8_3.4mi;2_NathanB.ForrestHigh_9-12_2.8mi"	"2,613"	"1,464"	"870606"	161433375	1	1993	1993	"SingleFamily"	"Contemporary"	"2"	"3"	NA
"206"	206	44498711	"2,49,500"	142	NA	NA	"https://www.zillow.com/homedetails/44498711_zpid/"	"4521IroquoisAve,Jacksonville,FL32210"	"32210"	"Ortega"	"5_OrtegaElementary_K-5_0.7mi;2_LakeShoreMiddle_6-8_1.4mi;3_RobertE.LeeHigh_9-12_2.6mi"	"9,199"	"1,756"	"870093"	1006550000	1	1949	2009	"SingleFamily"	"Other"	"2"	"3"	9
"207"	207	44482505	"1,50,000"	195	NA	NA	"https://www.zillow.com/homedetails/44482505_zpid/"	"1819InwoodTer,Jacksonville,FL32207"	"32207"	"SouthRiverside"	"9_HendricksAvenueElementary_K-5_0.3mi;5_AlfredI.DupontMiddle_6-8_2.6mi;4_SamuelW.WolfsonHigh_9-12_3.1mi"	"6,104"	"768"	"870892"	821620000	1	1932	1945	"SingleFamily"	"Other"	NA	"2"	5
"208"	208	44498255	"2,19,900"	183	NA	NA	"https://www.zillow.com/homedetails/44498255_zpid/"	"4579BirchwoodAve,Jacksonville,FL32207"	"32207"	"Lakewood"	"9_HendricksAvenueElementary_K-5_1.1mi;5_AlfredI.DupontMiddle_6-8_1.6mi;4_SamuelW.WolfsonHigh_9-12_2.4mi"	"6,820"	"1,200"	"870567"	1001010000	1	1949	2006	"SingleFamily"	"Bungalow"	NA	"3"	NA
"209"	209	44430397	"1,35,000"	102	NA	NA	"https://www.zillow.com/homedetails/44430397_zpid/"	"3705FryeAveW,Jacksonville,FL32210"	"32210"	"Sweetwater"	"2_CedarHillsElementary_PK-5_0.7mi;2_JeffersonDavisMiddle_6-8_0.9mi;2_NathanB.ForrestHigh_9-12_1.5mi"	"1,369"	"1,319"	"870557"	172590000	NA	1958	NA	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"210"	210	44504646	"99,900"	106	NA	NA	"https://www.zillow.com/homedetails/44504646_zpid/"	"6055WilsonBlvd,Jacksonville,FL32210"	"32210"	"CedarHillsEstate"	"2_StonewallJacksonElementary_K-5_0.2mi;2_J.E.B.StuartMiddle_6-8_1.0mi;3_EdwardH.WhiteHigh_9-12_2.0mi"	"75"	"943"	"868979"	1053880000	NA	1956	NA	"SingleFamily"	NA	NA	"3"	NA
"211"	211	2095147375	"50,000"	NA	NA	NA	"https://www.zillow.com/homedetails/2095147375_zpid/"	"0SaundersvilleCt,Jacksonville,FL32244"	"32244"	"SettlersLanding"	"1_SadieT.TillisElementary_K-5_2.6mi;2_JeffersonDavisMiddle_6-8_2.9mi;2_NathanB.ForrestHigh_9-12_2.3mi"	NA	NA	"868992"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"212"	212	71034923	"1,50,000"	113	NA	NA	"https://www.zillow.com/homedetails/71034923_zpid/"	"8437StellingDrS,Jacksonville,FL32244"	"32244"	"ChimneyLakes"	"4_EnterpriseLearningAcademy_PK-5_0.3mi;2_JeffersonDavisMiddle_6-8_4.9mi;2_NathanB.ForrestHigh_9-12_4.3mi"	"6,497"	"1,322"	"871270"	164307230	NA	2005	NA	"SingleFamily"	NA	"2"	"3"	NA
"213"	213	44412685	"1,75,000"	98	NA	NA	"https://www.zillow.com/homedetails/44412685_zpid/"	"598LondonMorningCt,Jacksonville,FL32221"	"32221"	"CrystalSprings"	"3_ChaffeeTrailElementary_PK-5_2.5mi;3_JosephStilwellMiddle_6-8_2.7mi;3_EdwardH.WhiteHigh_9-12_3.5mi"	NA	"1,783"	"869059"	88974815	NA	1997	NA	"SingleFamily"	"Other"	"2"	"3"	NA
"214"	214	109769212	"1,75,000"	76	NA	NA	"https://www.zillow.com/homedetails/109769212_zpid/"	"5519VillagePondCir,Jacksonville,FL32222"	"32222"	"JacksonvilleHeightsSouth"	"2_WestviewK-8_K-8_1.2mi;2_NathanB.ForrestHigh_9-12_2.4mi;2_JeffersonDavisMiddle_6-8_2.8mi"	"5,359"	"2,291"	"868874"	153220780	2	2012	2012	"SingleFamily"	"Other"	"3"	"3"	NA
"215"	215	44415002	"95,000"	86	NA	NA	"https://www.zillow.com/homedetails/44415002_zpid/"	"831LaMarcheDr,Jacksonville,FL32205"	"32205"	"NormandyVillage"	"3_RamonaBoulevardElementary_K-5_1.1mi;3_JosephStilwellMiddle_6-8_1.1mi;3_EdwardH.WhiteHigh_9-12_1.3mi"	NA	"1,100"	"870835"	110700000	NA	1957	NA	"SingleFamily"	NA	NA	"3"	NA
"216"	216	109766771	"5,89,000"	250	NA	NA	"https://www.zillow.com/homedetails/109766771_zpid/"	"1541InglesideAve,Jacksonville,FL32205"	"32205"	"Avondale"	"2_WestRiversideElementary_PK-5_0.9mi;2_LakeShoreMiddle_6-8_2.0mi;3_RobertE.LeeHigh_9-12_0.5mi"	"8,999"	"2,352"	"870825"	921160050	NA	2013	NA	"SingleFamily"	NA	"3"	"4"	NA
"217"	217	44479584	"1,75,000"	133	NA	NA	"https://www.zillow.com/homedetails/44479584_zpid/"	"3216OakStAPT6,Jacksonville,FL32205"	"32205"	"Riverside"	"2_WestRiversideElementary_PK-5_0.5mi;2_LakeShoreMiddle_6-8_2.4mi;3_RobertE.LeeHigh_9-12_0.4mi"	"1,785"	"1,320"	"871031"	781890020	2	1979	NA	"SingleFamily"	"Other"	"3"	"2"	NA
"218"	218	44488921	"3,50,000"	169	NA	NA	"https://www.zillow.com/homedetails/44488921_zpid/"	"2237MyraSt,Jacksonville,FL32204"	"32204"	"Riverside"	"5_CentralRiversideElementary_PK-5_0.3mi;3_RobertE.LeeHigh_9-12_1.2mi;9_LavillaSchooloftheArts_6-8_1.6mi"	"5,898"	"2,067"	"870049"	913220000	2	1933	2009	"SingleFamily"	NA	"2"	"4"	4
"219"	219	44475074	"1,60,000"	85	NA	NA	"https://www.zillow.com/homedetails/44475074_zpid/"	"1823HydeParkPl,Jacksonville,FL32210"	"32210"	"HydePark"	"4_BayviewElementary_PK-5_1.4mi;2_LakeShoreMiddle_6-8_1.2mi;3_EdwardH.WhiteHigh_9-12_1.7mi"	"0.87"	"1,889"	"869955"	687370000	NA	1954	NA	"SingleFamily"	NA	"2"	"3"	NA
"220"	220	44499633	"3,25,000"	228	NA	NA	"https://www.zillow.com/homedetails/44499633_zpid/"	"3953McgirtsBlvd,Jacksonville,FL32210"	"32210"	"Ortega"	"5_OrtegaElementary_K-5_0.1mi;2_LakeShoreMiddle_6-8_1.4mi;3_RobertE.LeeHigh_9-12_1.9mi"	"0.29"	"1,423"	"868685"	1014490000	1	1950	2007	"SingleFamily"	"Bungalow"	"2"	"3"	9
"221"	221	44428675	"1,29,900"	93	NA	NA	"https://www.zillow.com/homedetails/44428675_zpid/"	"7145EaglesPerchDr,Jacksonville,FL32244"	"32244"	"ArgyleForest"	"7_ChimneyLakesElementary_K-5_2.6mi;2_JeffersonDavisMiddle_6-8_3.4mi;2_NathanB.ForrestHigh_9-12_2.9mi"	"9,583"	"1,398"	"871272"	165181960	NA	1987	NA	"SingleFamily"	NA	"2"	"2"	NA
"222"	222	44499332	"4,50,000"	186	NA	NA	"https://www.zillow.com/homedetails/44499332_zpid/"	"4646LancelotLn,Jacksonville,FL32210"	"32210"	"OrtegaForest"	"10_JohnStocktonElementary_K-5_0.4mi;2_LakeShoreMiddle_6-8_1.9mi;3_RobertE.LeeHigh_9-12_3.4mi"	"0.33"	"2,416"	"871117"	1011940690	NA	1971	NA	"SingleFamily"	NA	"4"	"4"	NA
"223"	223	2095155770	"75,000"	92	NA	NA	"https://www.zillow.com/homedetails/2095155770_zpid/"	"779CahoonRdS,Jacksonville,FL32221"	"32221"	"RollingHills"	"5_CrystalSpringsElementary_PK-5_1.2mi;3_JosephStilwellMiddle_6-8_0.4mi;3_EdwardH.WhiteHigh_9-12_1.7mi"	NA	"816"	"868884"	NA	NA	1950	NA	"SingleFamily"	NA	NA	"2"	NA
"224"	224	109759287	"1,87,500"	108	NA	NA	"https://www.zillow.com/homedetails/109759287_zpid/"	"7560WestlandOaksDr,Jacksonville,FL32244"	"32244"	"Duclay"	"1_SadieT.TillisElementary_K-5_1.2mi;2_J.E.B.StuartMiddle_6-8_3.0mi;2_NathanB.ForrestHigh_9-12_2.5mi"	NA	"1,741"	"869470"	159110670	NA	2012	NA	"SingleFamily"	NA	"2"	"3"	NA
"225"	225	122976171	"1,95,000"	105	NA	NA	"https://www.zillow.com/homedetails/122976171_zpid/"	"7400SteventonWay,Jacksonville,FL32244"	"32244"	"Duclay"	"1_SadieT.TillisElementary_K-5_1.2mi;2_J.E.B.StuartMiddle_6-8_2.9mi;2_NathanB.ForrestHigh_9-12_2.4mi"	"4"	"1,865"	"869941"	159113550	0	2013	NA	"SingleFamily"	NA	"2"	"3"	NA
"226"	226	44420386	":6,969198415:416:8879:2005113,900"	NA	NA	NA	"https://www.zillow.com/homedetails/44420386_zpid/"	"6046GulfRdN,Jacksonville,FL32244"	"32244"	"JacksonvilleHeights"	"2_JacksonvilleHeightsElementary_K-5_0.2mi;2_JeffersonDavisMiddle_6-8_1.5mi;2_NathanB.ForrestHigh_9-12_1.0mi"	"6,969"	"1,288"	NA	146031306	NA	1984	NA	"SingleFamily"	NA	"2"	"3"	NA
"227"	227	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126878087_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"228"	228	44411100	"1,50,000"	78	NA	NA	"https://www.zillow.com/homedetails/44411100_zpid/"	"1336ConwayRd,Jacksonville,FL32221"	"32221"	"NormandyEstate"	"5_CrystalSpringsElementary_PK-5_0.7mi;3_JosephStilwellMiddle_6-8_0.8mi;3_EdwardH.WhiteHigh_9-12_1.4mi"	"0.31"	"1,916"	"869425"	87160000	1	1978	1978	"SingleFamily"	"Ranch"	"3"	"4"	NA
"229"	229	44489295	"3,59,000"	191	NA	NA	"https://www.zillow.com/homedetails/44489295_zpid/"	"3668BooneParkAve,Jacksonville,FL32205"	"32205"	"Avondale"	"9_FishweirElementary_PK-5_0.5mi;2_LakeShoreMiddle_6-8_1.8mi;3_RobertE.LeeHigh_9-12_0.7mi"	"5,912"	"1,876"	"869622"	918080000	2	1926	1980	"SingleFamily"	NA	"3"	"4"	NA
"230"	230	89855566	"4,99,000"	304	NA	NA	"https://www.zillow.com/homedetails/89855566_zpid/"	"1431RiverplaceBlvdAPT3503,Jacksonville,FL32207"	"32207"	"Southside"	"9_HendricksAvenueElementary_K-5_1.8mi;5_AlfredI.DupontMiddle_6-8_4.5mi;4_SamuelW.WolfsonHigh_9-12_4.9mi"	NA	"1,639"	"869047"	803930780	21	2008	NA	"Condo"	NA	"2"	"3"	NA
"231"	231	109764242	"1,76,000"	98	NA	NA	"https://www.zillow.com/homedetails/109764242_zpid/"	"6351LouisClarkCt,Jacksonville,FL32222"	"32222"	"JacksonvilleHeightsSouth"	"2_WestviewK-8_K-8_1.4mi;2_NathanB.ForrestHigh_9-12_3.3mi;7_OakleafJuniorHigh_6-8_4.0mi"	"1,769"	"1,797"	"870944"	155240205	1	2011	2011	"SingleFamily"	NA	"2"	"3"	NA
